,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release date,artist popularity
3123,0.905,0.5479999999999999,0.0,-6.523,1.0,0.0566,0.677,0.0,0.151,0.8220000000000001,137.128,69549.0,2014-03-05,[59]
3124,0.38,0.6920000000000001,1.0,-4.24,0.0,0.0582,0.21,0.0,0.343,0.693,133.942,293013.0,2009-04-14,[41]
3125,0.736,0.349,11.0,-8.785,1.0,0.0403,0.918,0.281,0.114,0.238,114.017,119474.0,2020-07-01,[53]
3126,0.6970000000000001,0.889,2.0,-9.038,1.0,0.0542,0.000458,0.0,0.112,0.267,129.187,300000.0,2020-10-24,[6]
3127,0.486,0.7559999999999999,10.0,-5.02,1.0,0.0403,0.289,0.0015,0.222,0.489,145.034,245156.0,2016-08-11,"[51, 55]"
3128,0.631,0.799,1.0,-5.944,0.0,0.0315,0.0971,0.0004969999999999999,0.14400000000000002,0.466,119.993,248156.0,2018-05-09,[1]
3129,0.425,0.914,9.0,-6.931,1.0,0.0367,0.242,0.961,0.136,0.965,134.624,126053.0,1961-06-01,[45]
3130,0.624,0.33,5.0,-6.959,1.0,0.0329,0.8059999999999999,1.12e-06,0.349,0.332,69.97800000000001,221720.0,2003-01-01,[0]
3131,0.584,0.573,6.0,-16.01,0.0,0.0366,0.68,0.912,0.109,0.177,120.01,151227.0,2020-01-24,[57]
3132,0.0981,0.00397,2.0,-33.512,0.0,0.0467,0.965,0.8740000000000001,0.076,0.0437,71.77,303999.0,2017-04-04,[20]
3133,0.7859999999999999,0.489,4.0,-8.256,0.0,0.706,0.0202,0.0,0.205,0.13699999999999998,102.932,128696.0,2019-07-01,[34]
3134,0.545,0.394,7.0,-6.718,1.0,0.0289,0.51,0.00124,0.15,0.334,80.069,299102.0,2020-06-05,[0]
3135,0.17600000000000002,0.117,5.0,-24.781,0.0,0.0389,0.963,0.8290000000000001,0.107,0.102,75.718,180000.0,2019-07-23,[37]
3136,0.512,0.755,4.0,-5.581,0.0,0.0271,0.0425,0.238,0.125,0.197,108.001,267453.0,2016-03-18,[75]
3137,0.224,0.0146,10.0,-31.031,1.0,0.0342,0.898,7.77e-06,0.174,0.0384,90.886,159920.0,2001,[71]
3138,0.375,0.894,4.0,-5.718,1.0,0.064,0.000759,0.000309,0.133,0.36,126.852,235667.0,1998-10-09,[61]
3139,0.49,0.569,9.0,-6.353,1.0,0.101,0.37,0.0,0.141,0.177,87.93799999999997,225667.0,2015-08-21,[70]
3140,0.493,0.605,8.0,-4.659,1.0,0.101,0.887,0.0,0.11,0.423,67.381,178338.0,2020-04-20,[28]
3141,0.72,0.0544,11.0,-17.894000000000005,0.0,0.0478,0.979,0.931,0.106,0.135,139.958,250773.0,2013-08-06,"[58, 51]"
3142,0.528,0.3,7.0,-14.82,1.0,0.0389,0.778,0.152,0.317,0.259,86.009,152320.0,2019-05-24,[51]
3143,0.715,0.716,8.0,-5.337999999999999,0.0,0.215,0.0348,1.14e-05,0.534,0.804,174.02599999999995,275480.0,2010-05-25,"[79, 53]"
3144,0.7170000000000001,0.5660000000000001,6.0,-10.171,1.0,0.12,0.524,5.2e-05,0.141,0.358,124.004,173827.0,2018-11-17,[80]
3145,0.421,0.985,5.0,-1.564,0.0,0.0685,0.00502,0.000421,0.135,0.21,128.161,242430.0,2018-06-07,"[56, 37]"
3146,0.679,0.601,0.0,-8.401,1.0,0.116,0.332,0.0,0.162,0.165,76.101,195461.0,2018-11-15,[31]
3147,0.25,0.977,6.0,-2.914,1.0,0.0899,4.320000000000001e-05,0.000657,0.398,0.247,109.99,300242.0,2018-07-23,[0]
3148,0.444,0.476,5.0,-9.115,1.0,0.0351,0.00867,2.33e-05,0.37,0.141,116.908,226867.0,2014-03-10,[49]
3149,0.28800000000000003,0.933,2.0,-4.791,1.0,0.122,0.0566,0.0,0.332,0.294,124.082,300852.0,2016-02-07,[4]
3150,0.4970000000000001,0.968,10.0,-5.642,0.0,0.14800000000000002,0.0228,0.00626,0.0969,0.0364,146.001,216960.0,2016-06-10,"[67, 48]"
3151,0.435,0.297,4.0,-15.773,1.0,0.0326,0.5660000000000001,0.0179,0.6629999999999999,0.547,106.331,858800.0,1999,[73]
3152,0.687,0.8190000000000001,9.0,-6.67,0.0,0.431,0.218,0.0,0.392,0.568,81.185,153251.0,2020-10-23,[80]
3153,0.561,0.506,1.0,-11.478,1.0,0.0463,0.000173,0.833,0.0525,0.171,138.967,284938.0,2020-05-22,"[23, 2, 3]"
3154,0.721,0.181,6.0,-17.422,1.0,0.917,0.5379999999999999,0.0,0.151,0.3670000000000001,115.55,171688.0,2020-01-24,"[41, 18]"
3155,0.238,0.539,6.0,-11.724,1.0,0.0371,0.0588,0.8240000000000001,0.11,0.422,158.931,237013.0,1994-09-27,[28]
3156,0.244,0.192,0.0,-19.117,1.0,0.0502,0.977,0.28,0.146,0.0812,61.617,103200.0,1963,"[82, 65, 61]"
3157,0.26,0.68,1.0,-3.96,1.0,0.0411,0.008879999999999999,0.877,0.0414,0.493,144.811,139162.0,2015-10-07,[58]
3158,0.6920000000000001,0.433,10.0,-11.547,1.0,0.0318,0.399,0.462,0.101,0.171,118.029,286745.0,2019-02-08,[62]
3159,0.45,0.782,9.0,-6.92,1.0,0.046,0.0757,0.0,0.0818,0.244,146.041,406774.0,2011-01-01,[78]
3160,0.882,0.602,11.0,-5.5539999999999985,1.0,0.245,0.0177,0.0,0.17800000000000002,0.43,142.959,183011.0,2019-11-08,[94]
3161,0.861,0.823,8.0,-6.303,1.0,0.115,0.0991,2.51e-06,0.6859999999999999,0.804,96.002,213520.0,2020-07-14,[52]
3162,0.231,0.253,0.0,-11.081,1.0,0.0315,0.6940000000000001,0.052000000000000005,0.12,0.14400000000000002,76.071,316707.0,2016-06-10,[70]
3163,0.787,0.956,7.0,-6.426,1.0,0.0619,0.00113,0.897,0.14300000000000002,0.182,123.989,472319.0,2013-03-25,[19]
3164,0.348,0.69,10.0,-10.298,1.0,0.0384,0.926,0.957,0.132,0.353,119.484,100383.0,2020-06-07,[33]
3165,0.491,0.679,7.0,-10.344,1.0,0.397,0.0214,1.51e-06,0.222,0.273,112.384,138648.0,2020-09-28,"[19, 19]"
3166,0.488,0.68,2.0,-8.142999999999999,0.0,0.0328,0.00329,0.398,0.14400000000000002,0.64,139.984,282126.0,2016-02-29,[64]
3167,0.248,0.00104,4.0,-34.239000000000004,1.0,0.0468,0.994,0.8290000000000001,0.0862,0.0282,68.568,127573.0,2013-10-15,"[10, 8]"
3168,0.8140000000000001,0.8190000000000001,0.0,-5.356,1.0,0.0483,0.305,0.000279,0.0638,0.942,97.016,208173.0,2010-12-01,[18]
3169,0.499,0.217,1.0,-14.433,0.0,0.0406,0.898,0.295,0.112,0.26,138.17,196400.0,2017-08-18,[64]
3170,0.43,0.909,4.0,-3.5860000000000003,0.0,0.171,1.38e-06,0.7759999999999999,0.235,0.3720000000000001,89.92399999999998,238520.0,2018-01-29,[7]
3171,0.78,0.8009999999999999,2.0,-5.218,1.0,0.0745,0.0146,0.8270000000000001,0.555,0.606,99.971,189024.0,2019-04-05,[0]
3172,0.5539999999999999,0.16899999999999998,9.0,-16.076,0.0,0.0435,0.984,0.915,0.104,0.196,120.069,174293.0,1999,[17]
3173,0.8190000000000001,0.7809999999999999,2.0,-8.052,1.0,0.229,0.13,0.0,0.15,0.602,99.049,213507.0,2003-02-04,[52]
3174,0.319,0.764,5.0,-13.171,0.0,0.0323,0.0263,0.931,0.302,0.519,178.05900000000003,271501.0,2016-09-08,[0]
3175,0.279,0.742,4.0,-6.46,0.0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013.0,2014-09-02,[90]
3176,0.48,0.5329999999999999,1.0,-11.931,1.0,0.0412,0.509,0.0,0.087,0.212,90.06700000000002,263960.0,1996-01-01,[43]
3177,0.419,0.945,7.0,-6.059,0.0,0.0711,0.183,1.82e-06,0.888,0.898,194.534,227027.0,1998-01-01,[47]
3178,0.63,0.619,9.0,-8.871,0.0,0.03,0.856,0.913,0.0944,0.26,95.006,357080.0,2006-10-25,"[66, 17]"
3179,0.523,0.996,0.0,-7.48,1.0,0.0496,0.00124,0.35100000000000003,0.334,0.6629999999999999,139.994,189165.0,2003-10-02,[1]
3180,0.586,0.248,9.0,-14.508,1.0,0.0351,0.472,0.0124,0.0341,0.674,105.002,149052.0,2020-10-15,[37]
3181,0.413,0.7859999999999999,0.0,-8.299,1.0,0.18,0.006490000000000001,0.00109,0.6679999999999999,0.677,150.591,157987.0,1980-01-11,[61]
3182,0.526,0.7859999999999999,11.0,-7.291,1.0,0.0301,0.00237,3.24e-05,0.266,0.764,113.09,216773.0,2020-10-23,[82]
3183,0.743,0.343,3.0,-17.326,0.0,0.953,0.773,0.0,0.248,0.331,80.57600000000002,30261.0,2020-07-04,[0]
3184,0.407,0.335,10.0,-10.425,1.0,0.029,0.737,0.0,0.125,0.131,199.657,218107.0,2019-12-13,[69]
3185,0.506,0.219,6.0,-12.554,1.0,0.0367,0.91,0.0,0.149,0.449,88.988,81084.0,2017-06-09,[34]
3186,0.68,0.6609999999999999,0.0,-9.156,0.0,0.0279,0.166,0.00331,0.121,0.6759999999999999,115.983,264330.0,2020-08-28,[42]
3187,0.077,0.0382,9.0,-26.032,0.0,0.0436,0.989,0.77,0.0666,0.0389,80.30199999999998,99016.0,2020-10-06,"[54, 39, 50]"
3188,0.598,0.518,11.0,-5.947,0.0,0.0516,0.0336,0.0,0.0986,0.498,73.493,187755.0,2019-02-11,[60]
3189,0.344,0.754,10.0,-6.749,0.0,0.0671,6.87e-05,0.856,0.325,0.226,100.526,215653.0,2019-02-08,[9]
3190,0.428,0.942,6.0,-4.592,0.0,0.0975,6.04e-05,1.66e-06,0.0683,0.256,132.18,175547.0,2000-02-16,[42]
3191,0.562,0.613,2.0,-5.74,1.0,0.071,0.00374,0.304,0.221,0.642,136.642,200527.0,2018-08-24,"[58, 43]"
3192,0.518,0.444,7.0,-22.939,1.0,0.0462,0.0116,0.946,0.338,0.0567,62.237,97792.0,2020-06-29,[43]
3193,0.413,0.605,11.0,-6.275,1.0,0.0298,0.136,7.25e-06,0.113,0.35600000000000004,141.842,285507.0,2017-07-14,"[57, 45]"
3194,0.235,0.232,2.0,-15.951,1.0,0.032,0.8079999999999999,0.98,0.214,0.0681,94.805,234744.0,2017-06-12,[0]
3195,0.78,0.484,7.0,-7.985,1.0,0.0314,0.343,0.069,0.0908,0.937,115.338,243200.0,2000-01-01,[45]
3196,0.263,0.237,3.0,-13.738,1.0,0.0344,0.638,0.305,0.109,0.0461,73.024,289792.0,2014-07-08,[77]
3197,0.758,0.69,1.0,-10.334,1.0,0.0472,0.015,0.8270000000000001,0.111,0.619,125.002,166609.0,2020-01-21,[1]
3198,0.425,0.353,7.0,-14.763,1.0,0.0346,0.405,0.205,0.11,0.08800000000000001,141.882,200750.0,2014-02-14,[53]
3199,0.519,0.976,4.0,-1.419,0.0,0.0723,5.42e-05,0.614,0.541,0.08800000000000001,110.462,252706.0,2017-11-17,"[21, 18]"
3200,0.532,0.732,8.0,-5.001,1.0,0.033,0.313,3.91e-06,0.285,0.508,76.971,215787.0,2017-08-25,[74]
3201,0.68,0.789,11.0,-6.9,1.0,0.384,0.0273,0.0,0.82,0.591,95.737,192653.0,2017-03-03,[3]
3202,0.163,0.396,7.0,-17.509,1.0,0.0503,0.897,0.0372,0.106,0.0554,89.404,127582.0,2020-05-18,[10]
3203,0.28300000000000003,0.477,10.0,-13.293,1.0,0.0304,0.0615,0.0,0.354,0.537,179.812,213211.0,2020-09-01,[29]
3204,0.718,0.8640000000000001,9.0,-9.142,0.0,0.0372,0.00199,0.93,0.0596,0.853,89.5,192707.0,2020-11-20,"[68, 59]"
3205,0.408,0.121,5.0,-21.415,1.0,0.0338,0.515,0.000103,0.12,0.345,83.454,241162.0,1991,[16]
3206,0.59,0.879,11.0,-7.566,0.0,0.0721,0.0238,0.0016,0.177,0.524,102.381,371000.0,2019-03-08,[44]
3207,0.698,0.499,9.0,-10.037,0.0,0.0453,0.13699999999999998,0.873,0.112,0.418,140.089,216059.0,2020-10-16,[35]
3208,0.299,0.245,10.0,-14.599,0.0,0.0309,0.767,0.745,0.0905,0.105,82.906,179950.0,2016-03-18,[46]
3209,0.491,0.35200000000000004,0.0,-9.856,1.0,0.0426,0.388,5.87e-06,0.103,0.325,188.861,272640.0,2014-06-02,[73]
3210,0.774,0.6579999999999999,9.0,-16.111,1.0,0.0637,0.0461,0.8690000000000001,0.0628,0.96,102.012,170430.0,2020-06-29,[25]
3211,0.779,0.604,9.0,-5.671,1.0,0.0519,0.206,6.02e-06,0.0734,0.655,90.01899999999998,162947.0,2019-04-26,[73]
3212,0.633,0.5479999999999999,2.0,-13.295,1.0,0.0323,0.0516,0.913,0.106,0.258,105.031,230690.0,2020-08-14,[58]
3213,0.748,0.746,9.0,-6.5,1.0,0.0418,0.0076799999999999985,0.895,0.0557,0.301,138.015,585882.0,2012-08-10,[15]
3214,0.674,0.797,10.0,-11.902,0.0,0.0394,6.48e-05,0.848,0.0882,0.0374,127.009,368000.0,2017-11-11,"[26, 12]"
3215,0.672,0.738,7.0,-7.845,0.0,0.061,0.0286,0.0,0.0916,0.224,104.955,219403.0,2015-05-05,[41]
3216,0.8109999999999999,0.715,7.0,-11.045,1.0,0.0979,0.414,3.3e-05,0.516,0.847,119.821,244427.0,2019-03-15,"[51, 58, 37, 41, 36, 62, 43]"
3217,0.597,0.581,1.0,-4.553,0.0,0.0837,0.18,0.0,0.214,0.715,81.006,177084.0,2012-04-12,[6]
3218,0.754,0.53,5.0,-4.1960000000000015,1.0,0.159,0.353,1.36e-05,0.112,0.385,138.97899999999998,152156.0,2020-06-19,[88]
3219,0.662,0.161,9.0,-20.726,0.0,0.816,0.87,0.000153,0.303,0.214,146.768,312425.0,2020-03-02,[0]
3220,0.16699999999999998,0.122,6.0,-22.06,1.0,0.031,0.304,0.856,0.0824,0.0767,92.006,150161.0,2019-06-07,[53]
3221,0.736,0.37,5.0,-11.072,1.0,0.502,0.293,0.0,0.042,0.619,165.908,150064.0,2015-09-25,"[81, 82, 83]"
3222,0.727,0.915,8.0,-2.88,1.0,0.0349,0.0423,0.0056,0.0609,0.908,119.98,220108.0,2016-03-02,[55]
3223,0.614,0.527,1.0,-10.62,1.0,0.251,0.0039,0.0,0.109,0.343,149.959,144039.0,2020-10-16,[15]
3224,0.653,0.6409999999999999,8.0,-7.822,1.0,0.407,0.583,0.0,0.501,0.5720000000000001,159.988,194482.0,2019-05-10,[23]
3225,0.21600000000000005,0.906,6.0,-3.199,1.0,0.0713,0.0201,0.005529999999999999,0.335,0.471,170.12400000000005,179027.0,2019-01-16,[32]
3226,0.6659999999999999,0.4970000000000001,1.0,-10.512,1.0,0.0711,0.0846,0.7190000000000001,0.0927,0.139,171.047,113864.0,2018-09-17,[31]
3227,0.536,0.192,5.0,-16.574,1.0,0.0332,0.963,0.897,0.106,0.488,152.07399999999996,208394.0,2019-11-05,[34]
3228,0.546,0.7809999999999999,11.0,-9.439,0.0,0.0506,0.22,1.51e-05,0.363,0.539,95.032,323267.0,1992-04-06,[51]
3229,0.7509999999999999,0.319,0.0,-8.174,1.0,0.0457,0.526,0.000242,0.0937,0.403,145.025,226759.0,2019-11-22,[1]
3230,0.8909999999999999,0.617,5.0,-6.5920000000000005,0.0,0.0413,0.104,0.00212,0.209,0.8690000000000001,126.025,312726.0,2020-04-10,[52]
3231,0.68,0.589,0.0,-10.01,1.0,0.0247,0.152,0.0,0.378,0.696,93.865,168640.0,1999-01-01,"[59, 66, 65, 56, 56, 61, 76, 68, 63, 55, 51]"
3232,0.359,0.506,11.0,-11.03,0.0,0.0426,0.355,0.383,0.126,0.503,140.346,597027.0,1971-01-01,[47]
3233,0.269,0.16399999999999998,9.0,-26.466,1.0,0.0924,0.937,0.275,0.305,0.0433,92.714,216333.0,1997-01-01,"[62, 42, 7, 50]"
3234,0.6409999999999999,0.28300000000000003,4.0,-15.871,0.0,0.0554,0.992,0.943,0.107,0.215,129.986,246805.0,2017-12-12,[18]
3235,0.213,0.938,11.0,-3.429,1.0,0.0792,0.000883,0.000397,0.0557,0.325,76.788,174080.0,2009-08-17,[0]
3236,0.769,0.3720000000000001,10.0,-17.732,0.0,0.0792,0.0039,0.8690000000000001,0.111,0.45,120.079,84000.0,2018-09-25,[0]
3237,0.407,0.8690000000000001,9.0,-7.325,1.0,0.13,0.000508,3.53e-06,0.0545,0.294,77.027,179212.0,2017-01-07,[0]
3238,0.7979999999999999,0.377,7.0,-20.431,1.0,0.393,0.203,0.0,0.0606,0.883,91.012,169378.0,2019-03-05,[19]
3239,0.746,0.968,3.0,-7.492000000000001,0.0,0.0689,0.000983,0.8340000000000001,0.359,0.388,130.012,271529.0,2020-11-20,[44]
3240,0.667,0.93,7.0,-4.585,1.0,0.0608,0.0108,0.0,0.17600000000000002,0.893,115.57,239093.0,2009-09-18,[81]
3241,0.6890000000000001,0.789,2.0,-8.565,1.0,0.0359,0.0684,0.000516,0.297,0.631,110.739,240667.0,1983,[48]
3242,0.334,0.772,0.0,-3.703,1.0,0.076,0.443,0.0,0.19,0.202,135.191,182622.0,2019-04-12,"[45, 30, 26]"
3243,0.603,0.0313,9.0,-20.234,1.0,0.0617,0.789,0.0,0.14,0.486,137.616,110750.0,2020-07-07,[55]
3244,0.448,0.263,5.0,-19.487,0.0,0.0381,0.612,0.893,0.17600000000000002,0.708,89.984,79418.0,2020-09-02,[37]
3245,0.481,0.23,1.0,-15.901,1.0,0.406,0.598,5.01e-05,0.112,0.384,83.57799999999997,138867.0,2014,[35]
3246,0.215,0.878,7.0,-2.943,0.0,0.0598,2.79e-05,8.4e-05,0.28600000000000003,0.487,86.512,307067.0,2012-10-22,[2]
3247,0.534,0.7659999999999999,4.0,-8.796,1.0,0.0627,0.287,1.4800000000000002e-05,0.099,0.828,168.766,200213.0,2019-01-25,[37]
3248,0.721,0.85,1.0,-10.698,1.0,0.7240000000000001,0.7909999999999999,0.0,0.619,0.609,120.727,299293.0,2015-12-05,[0]
3249,0.531,0.5329999999999999,10.0,-17.918,0.0,0.327,0.0685,0.825,0.0809,0.498,164.65,115594.0,2018-10-09,[29]
3250,0.373,0.935,9.0,-1.695,1.0,0.1,0.00169,1.66e-06,0.161,0.5329999999999999,155.154,231693.0,2004-07-06,[27]
3251,0.255,0.0746,2.0,-18.621,1.0,0.0345,0.985,0.8290000000000001,0.0799,0.0903,93.233,708000.0,2020-11-20,"[59, 75, 71]"
3252,0.442,0.211,9.0,-16.253,0.0,0.058,0.995,0.8490000000000001,0.0941,0.535,83.992,55406.0,2012,"[56, 4, 2]"
3253,0.675,0.294,9.0,-13.657,0.0,0.0368,0.162,0.92,0.303,0.122,146.07299999999995,131507.0,2020-10-16,[29]
3254,0.6709999999999999,0.269,11.0,-18.332,0.0,0.0304,0.165,0.18,0.126,0.317,109.975,416067.0,1994-01-01,[49]
3255,0.585,0.316,4.0,-14.167,1.0,0.0359,0.526,0.0,0.233,0.215,136.793,289427.0,1985,[64]
3256,0.764,0.523,5.0,-10.007,0.0,0.26,0.0505,0.0,0.187,0.444,106.007,202607.0,2020-11-13,[52]
3257,0.649,0.89,5.0,-2.655,0.0,0.0289,0.227,0.0,0.34,0.867,117.008,236907.0,2015-01-01,[56]
3258,0.591,0.242,11.0,-16.07,1.0,0.0747,0.965,0.00886,0.119,0.48,92.917,178573.0,2020-05-29,[60]
3259,0.488,0.759,10.0,-7.826,0.0,0.0361,0.0561,0.0845,0.0602,0.388,109.83,314721.0,2011-06-20,[40]
3260,0.486,0.809,11.0,-10.773,1.0,0.0282,0.000928,0.7659999999999999,0.106,0.54,92.468,278668.0,1999,[56]
3261,0.25,0.893,7.0,-7.327000000000001,1.0,0.0798,0.00783,0.00118,0.384,0.266,153.253,219665.0,2016-10-28,[61]
3262,0.348,0.716,9.0,-6.59,1.0,0.0411,0.116,0.00657,0.123,0.24,143.092,293733.0,2008-03-05,[64]
3263,0.774,0.619,7.0,-6.367000000000001,1.0,0.0907,0.00747,2.93e-05,0.081,0.509,86.74700000000001,194883.0,2020-04-17,[62]
3264,0.146,0.706,10.0,-32.466,1.0,0.0572,0.933,0.962,0.101,0.0112,138.155,120655.0,2020-10-31,[25]
3265,0.521,0.26,4.0,-12.015,1.0,0.037000000000000005,0.875,0.00355,0.146,0.16399999999999998,103.695,292693.0,2016-01-29,[12]
3266,0.823,0.524,5.0,-5.21,0.0,0.0691,0.000721,0.0218,0.0559,0.465,127.994,354887.0,2014-03-26,"[0, 1]"
3267,0.8079999999999999,0.0288,1.0,-16.945,1.0,0.0727,0.000117,0.941,0.17,0.316,115.756,343301.0,2020-11-11,[40]
3268,0.195,0.989,2.0,-3.242,1.0,0.225,0.000125,0.00325,0.123,0.104,90.674,353720.0,2000-06-01,[56]
3269,0.504,0.708,11.0,-5.896,0.0,0.0343,0.00112,0.000424,0.7879999999999999,0.51,82.009,155147.0,2019-03-22,[80]
3270,0.73,0.742,7.0,-9.114,0.0,0.436,0.099,0.875,0.618,0.466,158.139,72911.0,2020-05-04,[3]
3271,0.805,0.8009999999999999,2.0,-4.706,1.0,0.266,0.519,0.0,0.3670000000000001,0.529,89.98700000000002,257091.0,2015-12-06,[1]
3272,0.415,0.281,2.0,-17.462,0.0,0.0276,0.954,0.915,0.141,0.28300000000000003,97.624,149721.0,2020-09-11,[66]
3273,0.6559999999999999,0.5,8.0,-11.136,0.0,0.0426,0.647,0.972,0.101,0.223,120.086,136008.0,2020-10-29,[1]
3274,0.322,0.951,7.0,-4.2639999999999985,1.0,0.0678,2.54e-05,0.163,0.104,0.133,127.076,633182.0,2007-10-26,[54]
3275,0.5429999999999999,0.6729999999999999,6.0,-8.35,0.0,0.0528,0.93,0.16399999999999998,0.21,0.0402,75.358,127478.0,2020-10-20,[45]
3276,0.588,0.8690000000000001,6.0,-1.998,1.0,0.322,0.22,0.0,0.585,0.529,91.128,286904.0,2013-05-21,"[51, 94]"
3277,0.5429999999999999,0.474,1.0,-12.807,1.0,0.027000000000000003,0.0176,0.374,0.0787,0.295,141.55700000000004,204000.0,2017-04-14,[7]
3278,0.494,0.209,5.0,-26.605,1.0,0.0356,3.33e-05,0.755,0.111,0.574,120.07,158537.0,2020-09-11,[48]
3279,0.458,0.909,11.0,-11.172,0.0,0.0793,0.0239,0.3,0.332,0.53,120.057,147453.0,2001-02-10,[51]
3280,0.636,0.0925,7.0,-25.874,1.0,0.0552,0.995,0.921,0.0896,0.234,110.013,113842.0,2020-10-07,[37]
3281,0.813,0.638,11.0,-8.12,0.0,0.29100000000000004,0.0492,3.68e-05,0.248,0.622,99.942,298387.0,2018-05-01,"[36, 45, 31]"
3282,0.459,0.945,4.0,-7.859,1.0,0.109,0.00231,0.00184,0.0922,0.602,122.94,234707.0,2012,[14]
3283,0.716,0.458,6.0,-10.044,1.0,0.215,0.629,0.878,0.0815,0.478,173.98,205113.0,2020-06-29,"[8, 41]"
3284,0.722,0.784,0.0,-6.641,1.0,0.165,0.293,0.000215,0.746,0.551,94.995,194660.0,2015-01-20,"[42, 25]"
3285,0.396,0.93,0.0,-4.421,1.0,0.0588,0.563,0.00029,0.232,0.816,164.338,166373.0,2011-06-07,[49]
3286,0.769,0.565,2.0,-10.817,1.0,0.246,0.019,3.87e-06,0.119,0.254,139.029,166101.0,2017-10-18,[76]
3287,0.17,0.991,0.0,-14.978,1.0,0.0706,0.92,0.494,0.429,0.0187,114.998,132269.0,2019-06-22,[58]
3288,0.387,0.667,0.0,-7.882999999999999,1.0,0.0465,0.156,0.063,0.207,0.483,123.646,199133.0,1989,[54]
3289,0.43,0.35600000000000004,0.0,-11.444,1.0,0.0542,0.564,0.0,0.0841,0.496,91.765,404880.0,1957-01-01,"[76, 65]"
3290,0.629,0.745,9.0,-4.375,1.0,0.319,0.617,0.0,0.107,0.607,80.60300000000002,206315.0,2018-08-06,[0]
3291,0.8009999999999999,0.732,8.0,-6.689,1.0,0.227,0.394,0.0,0.141,0.7829999999999999,132.762,215907.0,2017-03-24,"[25, 7, 8, 7]"
3292,0.667,0.371,4.0,-18.139,1.0,0.943,0.19,0.0,0.303,0.68,91.669,372637.0,2015-06-01,[0]
3293,0.48,0.13699999999999998,5.0,-13.213,1.0,0.0357,0.255,0.24,0.172,0.248,119.933,193707.0,2007,[15]
3294,0.7440000000000001,0.468,9.0,-14.675,0.0,0.0776,0.0346,0.906,0.0743,0.947,150.004,71198.0,2019-09-04,[35]
3295,0.65,0.619,11.0,-7.1110000000000015,0.0,0.451,0.0158,0.0,0.249,0.35200000000000004,153.947,252000.0,2018-02-20,[1]
3296,0.245,0.858,9.0,-4.6080000000000005,0.0,0.152,0.138,1.91e-05,0.606,0.535,158.24,222606.0,2014-10-28,[32]
3297,0.733,0.381,5.0,-18.679,1.0,0.0659,0.00169,0.458,0.113,0.963,110.004,158604.0,2020-08-03,[20]
3298,0.568,0.225,0.0,-16.413,1.0,0.0498,0.61,0.0577,0.0596,0.5920000000000001,136.04399999999998,267573.0,2013-03-12,[49]
3299,0.476,0.271,7.0,-10.395,1.0,0.035,0.898,0.0,0.0967,0.388,147.607,457297.0,2020-04-11,[1]
3300,0.682,0.6709999999999999,1.0,-9.666,1.0,0.0799,0.371,0.916,0.0613,0.7829999999999999,149.876,95704.0,2019-09-17,[30]
3301,0.679,0.336,1.0,-14.606,1.0,0.036000000000000004,0.61,0.7829999999999999,0.235,0.402,94.938,299893.0,2014-08-04,[4]
3302,0.547,0.862,4.0,-5.475,1.0,0.0634,0.0219,0.0213,0.182,0.6890000000000001,150.13,164986.0,2015-03-23,[31]
3303,0.637,0.195,10.0,-18.757,0.0,0.949,0.63,0.0,0.156,0.6940000000000001,168.627,33901.0,2020-06-27,[30]
3304,0.564,0.6990000000000001,10.0,-7.758999999999999,1.0,0.482,0.376,0.0,0.18600000000000005,0.227,167.525,262187.0,2017-06-16,[76]
3305,0.34,0.399,4.0,-5.2120000000000015,1.0,0.0289,0.883,0.0,0.207,0.18,80.485,180161.0,2020-11-22,[36]
3306,0.424,0.7909999999999999,4.0,-8.139,1.0,0.0368,0.499,0.17,0.66,0.32299999999999995,144.441,273972.0,2016-10-14,[46]
3307,0.527,0.134,4.0,-11.264,1.0,0.0348,0.932,0.0,0.103,0.479,98.879,224107.0,2008-01-01,[70]
3308,0.355,0.0962,9.0,-14.729,1.0,0.0395,0.956,1.76e-05,0.0866,0.201,144.58,260878.0,2018-04-10,[69]
3309,0.505,0.987,3.0,-2.154,0.0,0.0673,0.000411,0.0,0.365,0.581,138.077,221960.0,2016-05-13,[71]
3310,0.614,0.56,3.0,-4.709,1.0,0.0289,0.6509999999999999,0.0,0.196,0.634,89.994,187987.0,2020-05-07,"[69, 69]"
3311,0.422,0.623,9.0,-8.281,1.0,0.0337,0.0211,0.0,0.107,0.573,121.588,128000.0,2015-06-01,[9]
3312,0.453,0.00473,2.0,-43.82100000000001,1.0,0.0374,0.973,2.68e-05,0.128,0.314,110.02,95086.0,2015-11-24,[76]
3313,0.631,0.457,5.0,-9.118,1.0,0.0494,0.00731,0.92,0.185,0.909,90.014,165917.0,2020-06-09,[41]
3314,0.684,0.506,1.0,-9.11,0.0,0.0266,0.000483,0.809,0.629,0.402,90.021,222707.0,2020-11-03,"[41, 24]"
3315,0.6679999999999999,0.16699999999999998,1.0,-20.079,1.0,0.915,0.156,0.0,0.589,0.644,147.644,152556.0,2020-04-14,"[0, 0]"
3316,0.198,0.369,5.0,-13.579,1.0,0.0392,0.977,0.8740000000000001,0.16399999999999998,0.0359,141.363,132000.0,2020-11-23,"[42, 61]"
